    E, kcal/mol    D, mol/kcal        W1->W2a        W1->W4a         W1->P1
             38    8.53534e+07    7.53099e+11    6.67572e+11     4.5467e+11    1.26702e+13         181424    5.60025e+09
           38.2    1.06139e+08    7.22571e+11    6.33939e+11    4.36023e+11    1.23068e+13         212313    5.88606e+09
           38.4    1.30746e+08    6.89992e+11    6.01413e+11     4.1882e+11    1.19631e+13         247981    6.16273e+09
           38.6    1.59698e+08    6.58854e+11    5.69449e+11    4.02781e+11    1.16244e+13         289093    6.43017e+09
           38.8    1.93577e+08     6.3098e+11    5.40085e+11    3.87324e+11    1.12917e+13         336441    6.69028e+09
             39    2.33171e+08    6.04996e+11    5.12763e+11    3.72323e+11    1.09836e+13         390637     6.9387e+09
           39.2    2.79243e+08     5.8243e+11    4.89974e+11    3.58595e+11    1.07168e+13         452582    7.17628e+09
           39.4    3.32745e+08    5.64586e+11     4.7194e+11    3.47063e+11    1.04889e+13         523094    7.40068e+09
           39.6    3.94663e+08    5.49736e+11     4.5691e+11    3.37307e+11    1.02889e+13         603245    7.61305e+09
           39.8    4.66096e+08    5.36155e+11      4.434e+11    3.28773e+11    1.00974e+13         694221    7.81479e+09
             40     5.4825e+08    5.23109e+11    4.29591e+11    3.20323e+11    9.90724e+12         797341    8.00685e+09
           40.2    6.42348e+08    5.09836e+11    4.15829e+11    3.12207e+11    9.72492e+12         914232    8.19156e+09
           40.4    7.49743e+08    4.96122e+11    4.02491e+11    3.04719e+11    9.55403e+12    1.04668e+06    8.36997e+09
           40.6    8.71787e+08    4.82607e+11     3.8937e+11    2.97616e+11     9.3883e+12    1.19685e+06    8.54466e+09
           40.8    1.01019e+09    4.70009e+11     3.7678e+11    2.90566e+11    9.22074e+12    1.36684e+06    8.71503e+09
             41     1.1669e+09     4.5795e+11     3.6463e+11    2.83431e+11    9.05788e+12    1.55884e+06    8.88006e+09
           41.2    1.34384e+09    4.46613e+11    3.53605e+11    2.76546e+11    8.90587e+12     1.7756e+06    9.04049e+09
           41.4    1.54323e+09    4.36482e+11    3.43899e+11     2.7023e+11    8.76585e+12    2.01999e+06    9.19598e+09
           41.6    1.76745e+09    4.27348e+11    3.35057e+11     2.6447e+11    8.63619e+12    2.29524e+06     9.3468e+09
           41.8    2.01906e+09    4.18621e+11    3.26719e+11    2.59134e+11    8.51069e+12    2.60493e+06    9.49325e+09
             42    2.30077e+09    4.10073e+11    3.18315e+11    2.53848e+11     8.3859e+12    2.95316e+06    9.63599e+09
           42.2     2.6155e+09    4.01582e+11    3.09943e+11    2.48624e+11    8.26321e+12    3.34442e+06    9.77531e+09
           42.4     2.9662e+09    3.93182e+11    3.01894e+11    2.43679e+11     8.1456e+12    3.78391e+06    9.91226e+09
           42.6    3.35634e+09    3.84939e+11    2.94037e+11     2.3896e+11    8.03155e+12    4.27697e+06    1.00468e+10
           42.8    3.78958e+09    3.77139e+11    2.86506e+11    2.34346e+11    7.91812e+12    4.82958e+06    1.01791e+10
             43    4.27002e+09    3.69708e+11    2.79262e+11    2.29771e+11    7.80742e+12    5.44801e+06     1.0309e+10
           43.2    4.80209e+09    3.62629e+11    2.72497e+11    2.25321e+11    7.70169e+12     6.1391e+06    1.04362e+10
           43.4    5.39031e+09     3.5598e+11    2.66302e+11    2.21141e+11    7.60167e+12    6.91051e+06    1.05612e+10
           43.6    6.03979e+09    3.49775e+11      2.605e+11    2.17222e+11    7.50667e+12    7.77016e+06    1.06839e+10
           43.8    6.75585e+09    3.43827e+11    2.54972e+11    2.13517e+11     7.4146e+12    8.72675e+06    1.08046e+10
             44     7.5441e+09    3.38008e+11    2.49502e+11    2.09914e+11    7.32447e+12    9.78957e+06    1.09235e+10
           44.2    8.41061e+09    3.32247e+11    2.44114e+11    2.06374e+11    7.23622e+12    1.09684e+07    1.10407e+10
           44.4     9.3616e+09    3.26635e+11     2.3892e+11    2.02984e+11    7.15061e+12    1.22738e+07    1.11565e+10
           44.6     1.0404e+10     3.2119e+11    2.33899e+11    1.99723e+11    7.06732e+12    1.37164e+07    1.12712e+10
           44.8    1.15452e+10    3.15989e+11    2.29065e+11    1.96541e+11    6.98488e+12     1.5307e+07    1.13845e+10
             45    1.27933e+10     3.1099e+11    2.24372e+11    1.93383e+11     6.9039e+12    1.70564e+07    1.14965e+10
           45.2    1.41568e+10    3.06175e+11    2.19888e+11    1.90297e+11     6.8257e+12    1.89756e+07    1.16069e+10
           45.4    1.56449e+10    3.01535e+11    2.15672e+11    1.87354e+11    6.75104e+12    2.10755e+07    1.17158e+10
           45.6    1.72669e+10    2.97096e+11    2.11672e+11    1.84566e+11    6.67969e+12    2.33671e+07    1.18235e+10
           45.8    1.90332e+10    2.92816e+11    2.07844e+11    1.81899e+11    6.61033e+12    2.58606e+07    1.19298e+10
             46    2.09546e+10     2.8864e+11    2.04093e+11    1.79307e+11    6.54243e+12    2.85665e+07    1.20347e+10
           46.2    2.30424e+10    2.84518e+11    2.00416e+11    1.76767e+11    6.47587e+12    3.14948e+07    1.21385e+10
           46.4    2.53088e+10    2.80495e+11    1.96846e+11    1.74305e+11    6.41071e+12    3.46549e+07    1.22412e+10
           46.6    2.77665e+10    2.76599e+11    1.93375e+11     1.7191e+11    6.34693e+12    3.80563e+07    1.23429e+10
           46.8    3.04295e+10    2.72843e+11    1.90001e+11    1.69565e+11    6.28387e+12    4.17072e+07    1.24435e+10
             47    3.33124e+10    2.69198e+11    1.86697e+11    1.67242e+11    6.22172e+12    4.56156e+07     1.2543e+10
           47.2    3.64308e+10    2.65666e+11    1.83503e+11    1.64961e+11    6.16112e+12    4.97895e+07    1.26414e+10
           47.4    3.98012e+10    2.62237e+11    1.80457e+11     1.6276e+11     6.1026e+12    5.42361e+07    1.27388e+10
           47.6    4.34407e+10    2.58911e+11    1.77537e+11    1.60653e+11    6.04623e+12    5.89633e+07    1.28352e+10
           47.8    4.73679e+10    2.55673e+11    1.74729e+11    1.58622e+11     5.9913e+12    6.39778e+07    1.29305e+10
             48    5.16018e+10    2.52511e+11    1.71988e+11    1.56645e+11     5.9375e+12    6.92871e+07    1.30249e+10
           48.2    5.61627e+10    2.49397e+11    1.69308e+11    1.54706e+11    5.88467e+12    7.48983e+07    1.31183e+10
           48.4    6.10722e+10    2.46348e+11    1.66695e+11    1.52816e+11    5.83279e+12    8.08186e+07     1.3211e+10
           48.6    6.63526e+10    2.43383e+11    1.64145e+11    1.50966e+11    5.78179e+12    8.70549e+07    1.33028e+10
           48.8    7.20282e+10    2.40512e+11    1.61653e+11    1.49151e+11    5.73141e+12    9.36137e+07    1.33937e+10
             49    7.81243e+10    2.37713e+11    1.59208e+11    1.47356e+11    5.68178e+12    1.00501e+08    1.34839e+10
           49.2    8.46677e+10    2.34982e+11    1.56828e+11    1.45594e+11    5.63318e+12    1.07724e+08    1.35732e+10
           49.4    9.16865e+10    2.32323e+11    1.54535e+11    1.43881e+11    5.58591e+12    1.15288e+08    1.36616e+10
           49.6    9.92104e+10    2.29729e+11    1.52327e+11     1.4223e+11    5.54007e+12    1.23198e+08    1.37492e+10
           49.8     1.0727e+11    2.27195e+11    1.50196e+11    1.40632e+11    5.49531e+12    1.31462e+08    1.38361e+10
    E, kcal/mol    D, mol/kcal       W5a->W3a       W5a->W6t        W5a->P5        W5a->P7        W5a->P6
            -10              0            ***            ***            ***            ***            ***
           -9.8              0            ***            ***            ***            ***            ***
           -9.6              0            ***            ***            ***            ***            ***
           -9.4              0            ***            ***            ***            ***            ***
           -9.2              0            ***            ***            ***            ***            ***
             -9              0            ***            ***            ***            ***            ***
           -8.8              0            ***            ***            ***            ***            ***
           -8.6              0            ***            ***            ***            ***            ***
           -8.4              0            ***            ***            ***            ***            ***
           -8.2              0            ***            ***            ***            ***            ***
             -8              0            ***            ***            ***            ***            ***
           -7.8              0            ***            ***            ***            ***            ***
           -7.6              0            ***            ***            ***            ***            ***
           -7.4              0            ***            ***            ***            ***            ***
           -7.2              0            ***            ***            ***            ***            ***
             -7              0            ***            ***            ***            ***            ***
           -6.8              0            ***            ***            ***            ***            ***
           -6.6              0            ***            ***            ***            ***            ***
           -6.4              0            ***            ***            ***            ***            ***
           -6.2              0            ***            ***            ***            ***            ***
             -6              0            ***            ***            ***            ***            ***
           -5.8              0            ***            ***            ***            ***            ***
           -5.6              0            ***            ***            ***            ***            ***
           -5.4              0            ***            ***            ***            ***            ***
           -5.2              0            ***            ***            ***            ***            ***
             -5              0            ***            ***            ***            ***            ***
           -4.8              0            ***            ***            ***            ***            ***
           -4.6              0            ***            ***            ***            ***            ***
           -4.4              0            ***            ***            ***            ***            ***
           -4.2              0            ***            ***            ***            ***            ***
             -4              0            ***            ***            ***            ***            ***
           -3.8              0            ***            ***            ***            ***            ***
           -3.6              0            ***            ***            ***            ***            ***
           -3.4              0            ***            ***            ***            ***            ***
           -3.2              0            ***            ***            ***            ***            ***
             -3              0            ***            ***            ***            ***            ***
           -2.8              0            ***            ***            ***            ***            ***
           -2.6              0            ***            ***            ***            ***            ***
           -2.4              0            ***            ***            ***            ***            ***
           -2.2              0            ***            ***            ***            ***            ***
             -2              0            ***            ***            ***            ***            ***
           -1.8              0            ***            ***            ***            ***            ***
           -1.6              0            ***            ***            ***            ***            ***
           -1.4              0            ***            ***            ***            ***            ***
           -1.2              0            ***            ***            ***            ***            ***
             -1              0            ***            ***            ***            ***            ***
           -0.8              0            ***            ***            ***            ***            ***
           -0.6              0            ***            ***            ***            ***            ***
           -0.4              0            ***            ***            ***            ***            ***
           -0.2              0            ***            ***            ***            ***            ***
   -6.93946e-15              0            ***            ***            ***            ***            ***
            0.2              0            ***            ***            ***            ***            ***
            0.4              0            ***            ***            ***            ***            ***
            0.6              0            ***            ***            ***            ***            ***
            0.8              0            ***            ***            ***            ***            ***
              1              0            ***            ***            ***            ***            ***
            1.2              0            ***            ***            ***            ***            ***
            1.4              0            ***            ***            ***            ***            ***
            1.6              0            ***            ***            ***            ***            ***
            1.8              0            ***            ***            ***            ***            ***
              2              0            ***            ***            ***            ***            ***
            2.2              0            ***            ***            ***            ***            ***
            2.4              0            ***            ***            ***            ***            ***
            2.6              0            ***            ***            ***            ***            ***
            2.8              0            ***            ***            ***            ***            ***
              3              0            ***            ***            ***            ***            ***
            3.2              0            ***            ***            ***            ***            ***
            3.4              0            ***            ***            ***            ***            ***
            3.6              0            ***            ***            ***            ***            ***
            3.8              0            ***            ***            ***            ***            ***
              4              0            ***            ***            ***            ***            ***
            4.2              0            ***            ***            ***            ***            ***
            4.4              0            ***            ***            ***            ***            ***
            4.6              0            ***            ***            ***            ***            ***
            4.8              0            ***            ***            ***            ***            ***
              5              0            ***            ***            ***            ***            ***
            5.2              0            ***            ***            ***            ***            ***
            5.4              0            ***            ***            ***            ***            ***
            5.6              0            ***            ***            ***            ***            ***
            5.8              0            ***            ***            ***            ***            ***
              6              0            ***            ***            ***            ***            ***
            6.2              0            ***            ***            ***            ***            ***
            6.4              0            ***            ***            ***            ***            ***
            6.6              0            ***            ***            ***            ***            ***
            6.8              0            ***            ***            ***            ***            ***
              7              0            ***            ***            ***            ***            ***
            7.2              0            ***            ***            ***            ***            ***
            7.4              0            ***            ***            ***            ***            ***
            7.6              0            ***            ***            ***            ***            ***
            7.8              0            ***            ***            ***            ***            ***
              8              0            ***            ***            ***            ***            ***
            8.2              0            ***            ***            ***            ***            ***
            8.4              0            ***            ***            ***            ***            ***
            8.6              0            ***            ***            ***            ***            ***
            8.8              0            ***            ***            ***            ***            ***
              9              0            ***            ***            ***            ***            ***
            9.2              0            ***            ***            ***            ***            ***
            9.4              0            ***            ***            ***            ***            ***
            9.6              0            ***            ***            ***            ***            ***
            9.8              0            ***            ***            ***            ***            ***
             10              0            ***            ***            ***            ***            ***
           10.2              0            ***            ***            ***            ***            ***
           10.4              0            ***            ***            ***            ***            ***
           10.6              0            ***            ***            ***            ***            ***
           10.8              0            ***            ***            ***            ***            ***
             11              0            ***            ***            ***            ***            ***
           11.2              0            ***            ***            ***            ***            ***
           11.4              0            ***            ***            ***            ***            ***
           11.6              0            ***            ***            ***            ***            ***
           11.8              0            ***            ***            ***            ***            ***
             12              0            ***            ***            ***            ***            ***
           12.2              0            ***            ***            ***            ***            ***
           12.4              0            ***            ***            ***            ***            ***
           12.6              0            ***            ***            ***            ***            ***
           12.8              0            ***            ***            ***            ***            ***
             13              0            ***            ***            ***            ***            ***
           13.2              0            ***            ***            ***            ***            ***
           13.4              0            ***            ***            ***            ***            ***
           13.6              0            ***            ***            ***            ***            ***
           13.8              0            ***            ***            ***            ***            ***
             14              0            ***            ***            ***            ***            ***
           14.2              0            ***            ***            ***            ***            ***
           14.4              0            ***            ***            ***            ***            ***
           14.6              0            ***            ***            ***            ***            ***
           14.8              0            ***            ***            ***            ***            ***
             15              0            ***            ***            ***            ***            ***
           15.2              0            ***            ***            ***            ***            ***
           15.4              0            ***            ***            ***            ***            ***
           15.6              0            ***            ***            ***            ***            ***
           15.8              0            ***            ***            ***            ***            ***
             16              0            ***            ***            ***            ***            ***
           16.2              0            ***            ***            ***            ***            ***
           16.4              0            ***            ***            ***            ***            ***
           16.6              0            ***            ***            ***            ***            ***
           16.8              0            ***            ***            ***            ***            ***
             17              0            ***            ***            ***            ***            ***
           17.2              0            ***            ***            ***            ***            ***
           17.4              0            ***            ***            ***            ***            ***
           17.6              0            ***            ***            ***            ***            ***
           17.8              0            ***            ***            ***            ***            ***
             18              0            ***            ***            ***            ***            ***
           18.2              0            ***            ***            ***            ***            ***
           18.4              0            ***            ***            ***            ***            ***
           18.6              0            ***            ***            ***            ***            ***
           18.8              0            ***            ***            ***            ***            ***
             19              0            ***            ***            ***            ***            ***
           19.2              0            ***            ***            ***            ***            ***
           19.4              0            ***            ***            ***            ***            ***
           19.6              0            ***            ***            ***            ***            ***
           19.8              0            ***            ***            ***            ***            ***
             20              0            ***            ***            ***            ***            ***
           20.2              0            ***            ***            ***            ***            ***
           20.4              0            ***            ***            ***            ***            ***
           20.6              0            ***            ***            ***            ***            ***
           20.8              0            ***            ***            ***            ***            ***
             21              0            ***            ***            ***            ***            ***
           21.2              0            ***            ***            ***            ***            ***
           21.4              0            ***            ***            ***            ***            ***
           21.6              0            ***            ***            ***            ***            ***
           21.8              0            ***            ***            ***            ***            ***
             22              0            ***            ***            ***            ***            ***
           22.2              0            ***            ***            ***            ***            ***
           22.4              0            ***            ***            ***            ***            ***
           22.6              0            ***            ***            ***            ***            ***
           22.8              0            ***            ***            ***            ***            ***
             23              0            ***            ***            ***            ***            ***
           23.2              0            ***            ***            ***            ***            ***
           23.4              0            ***            ***            ***            ***            ***
           23.6              0            ***            ***            ***            ***            ***
           23.8              0            ***            ***            ***            ***            ***
             24              0            ***            ***            ***            ***            ***
           24.2              0            ***            ***            ***            ***            ***
           24.4              0            ***            ***            ***            ***            ***
           24.6              0            ***            ***            ***            ***            ***
           24.8              0            ***            ***            ***            ***            ***
             25              0            ***            ***            ***            ***            ***
           25.2              0            ***            ***            ***            ***            ***
           25.4              0            ***            ***            ***            ***            ***
           25.6              0            ***            ***            ***            ***            ***
           25.8              0            ***            ***            ***            ***            ***
             26              0            ***            ***            ***            ***            ***
           26.2              0            ***            ***            ***            ***            ***
           26.4              0            ***            ***            ***            ***            ***
           26.6              0            ***            ***            ***            ***            ***
           26.8              0            ***            ***            ***            ***            ***
             27              0            ***            ***            ***            ***            ***
           27.2              0            ***            ***            ***            ***            ***
           27.4              0            ***            ***            ***            ***            ***
           27.6              0            ***            ***            ***            ***            ***
           27.8              0            ***            ***            ***            ***            ***
             28              0            ***            ***            ***            ***            ***
           28.2              0            ***            ***            ***            ***            ***
           28.4              0            ***            ***            ***            ***            ***
           28.6              0            ***            ***            ***            ***            ***
           28.8              0            ***            ***            ***            ***            ***
             29              0            ***            ***            ***            ***            ***
           29.2              0            ***            ***            ***            ***            ***
           29.4              0            ***            ***            ***            ***            ***
           29.6              0            ***            ***            ***            ***            ***
           29.8              0            ***            ***            ***            ***            ***
             30              0            ***            ***            ***            ***            ***
           30.2              0            ***            ***            ***            ***            ***
           30.4              0            ***            ***            ***            ***            ***
           30.6              0            ***            ***            ***            ***            ***
           30.8              0            ***            ***            ***            ***            ***
             31              0            ***            ***            ***            ***            ***
           31.2              0            ***            ***            ***            ***            ***
           31.4              0            ***            ***            ***            ***            ***
           31.6              0            ***            ***            ***            ***            ***
           31.8              0            ***            ***            ***            ***            ***
             32              0            ***            ***            ***            ***            ***
           32.2              0            ***            ***            ***            ***            ***
           32.4              0            ***            ***            ***            ***            ***
           32.6              0            ***            ***            ***            ***            ***
           32.8              0            ***            ***            ***            ***            ***
             33              0            ***            ***            ***            ***            ***
           33.2              0            ***            ***            ***            ***            ***
           33.4              0            ***            ***            ***            ***            ***
           33.6              0            ***            ***            ***            ***            ***
           33.8              0            ***            ***            ***            ***            ***
             34              0            ***            ***            ***            ***            ***
           34.2              0            ***            ***            ***            ***            ***
           34.4              0            ***            ***            ***            ***            ***
           34.6              0            ***            ***            ***            ***            ***
           34.8              0            ***            ***            ***            ***            ***
             35              0            ***            ***            ***            ***            ***
           35.2              0            ***            ***            ***            ***            ***
           35.4              0            ***            ***            ***            ***            ***
           35.6              0            ***            ***            ***            ***            ***
           35.8              0            ***            ***            ***            ***            ***
             36              0            ***            ***            ***            ***            ***
           36.2              0            ***            ***            ***            ***            ***
           36.4              0            ***            ***            ***            ***            ***
           36.6              0            ***            ***            ***            ***            ***
           36.8              0            ***            ***            ***            ***            ***
             37              0            ***            ***            ***            ***            ***
           37.2              0            ***            ***            ***            ***            ***
           37.4              0            ***            ***            ***            ***            ***
           37.6              0            ***            ***            ***            ***            ***
           37.8              0            ***            ***            ***            ***            ***
             38              0            ***            ***            ***            ***            ***
           38.2              0            ***            ***            ***            ***            ***
           38.4              0            ***            ***            ***            ***            ***
           38.6              0            ***            ***            ***            ***            ***
           38.8              0            ***            ***            ***            ***            ***
             39              0            ***            ***            ***            ***            ***
           39.2              0            ***            ***            ***            ***            ***
           39.4              0            ***            ***            ***            ***            ***
           39.6              0            ***            ***            ***            ***            ***
           39.8              0            ***            ***            ***            ***            ***
             40              0            ***            ***            ***            ***            ***
           40.2              0            ***            ***            ***            ***            ***
           40.4              0            ***            ***            ***            ***            ***
           40.6              0            ***            ***            ***            ***            ***
           40.8              0            ***            ***            ***            ***            ***
             41              0            ***            ***            ***            ***            ***
           41.2         263994    3.61014e+11    1.39711e+11    6.67948e+12    1.52515e+11        27.5319
           41.4    1.05124e+06     5.1201e+11    3.18988e+11    8.33105e+12    3.63012e+11        38.6927
           41.6    2.80742e+06    4.75871e+11    3.22145e+11    7.90298e+12    4.05124e+11        46.2519
           41.8    6.05634e+06    4.05407e+11    2.80093e+11    6.98611e+12    3.74388e+11         53.605
             42    1.12539e+07    3.46587e+11    2.43999e+11    6.22833e+12    3.35947e+11         62.955
           42.2    1.90743e+07    2.98232e+11    2.13702e+11    5.59199e+12    2.98145e+11        74.7507
           42.4    3.01524e+07    2.59261e+11    1.88801e+11    5.04363e+12    2.64364e+11         89.785
           42.6     4.5147e+07    2.28275e+11    1.68624e+11    4.61133e+12    2.37146e+11        108.553
           42.8    6.48682e+07    2.02407e+11    1.51088e+11    4.22933e+12     2.1305e+11        131.492
             43    9.03246e+07    1.81386e+11    1.37232e+11    3.93233e+12    1.93928e+11        159.274
           43.2    1.22805e+08    1.66772e+11    1.26994e+11    3.70578e+12    1.79341e+11        192.462
           43.4    1.63831e+08     1.5554e+11    1.19524e+11    3.52466e+12    1.68791e+11        231.724
           43.6    2.15163e+08    1.45969e+11    1.13379e+11    3.37961e+12    1.60528e+11        277.821
           43.8    2.78786e+08    1.37565e+11    1.07661e+11    3.24691e+12    1.52893e+11        331.748
             44    3.56764e+08    1.29802e+11    1.02462e+11    3.11951e+12    1.45939e+11        394.922
           44.2    4.51377e+08    1.21942e+11    9.72756e+10    2.99526e+12    1.38949e+11         468.98
           44.4    5.64754e+08    1.14656e+11     9.2254e+10    2.88096e+12    1.32228e+11        556.158
           44.6    6.99756e+08    1.07952e+11    8.75309e+10    2.77352e+12    1.25755e+11        658.461
           44.8    8.59594e+08    1.02158e+11    8.34047e+10     2.6758e+12    1.20098e+11        778.225
             45    1.04776e+09    9.71585e+10    7.98382e+10    2.58893e+12    1.15109e+11        918.213
           45.2    1.26826e+09    9.29288e+10    7.68152e+10     2.5152e+12     1.1095e+11        1081.47
           45.4    1.52631e+09    8.93057e+10    7.42793e+10    2.45195e+12    1.07399e+11        1270.85
           45.6    1.82709e+09    8.60016e+10    7.20565e+10    2.39477e+12    1.04282e+11        1490.14
           45.8    2.17634e+09    8.28939e+10    6.99582e+10    2.33975e+12    1.01305e+11        1743.76
             46     2.5803e+09    7.99124e+10    6.78808e+10    2.28627e+12    9.84068e+10        2036.74
           46.2    3.04556e+09    7.71141e+10    6.58356e+10    2.23489e+12    9.55859e+10        2375.09
           46.4    3.57985e+09     7.4424e+10    6.38859e+10    2.18629e+12    9.28428e+10         2765.2
           46.6    4.19145e+09    7.19439e+10     6.2098e+10    2.14067e+12    9.02538e+10        3214.58
           46.8     4.8891e+09    6.96047e+10    6.04657e+10    2.09718e+12    8.78109e+10           3732
             47    5.68302e+09    6.73998e+10    5.89534e+10    2.05659e+12    8.55621e+10        4326.88
           47.2    6.58444e+09    6.53584e+10     5.7515e+10     2.0184e+12    8.34559e+10        5009.91
           47.4    7.60555e+09    6.34346e+10    5.61761e+10    1.98225e+12    8.15083e+10        5793.28
           47.6    8.75922e+09    6.15601e+10    5.48821e+10    1.94739e+12    7.96326e+10        6691.13
           47.8    1.00593e+10    5.97639e+10    5.36185e+10    1.91387e+12     7.7803e+10        7719.57
             48     1.1521e+10    5.80609e+10    5.23852e+10    1.88111e+12    7.60158e+10        8896.82
           48.2     1.3161e+10    5.64391e+10    5.11962e+10    1.84934e+12    7.42932e+10        10243.2
           48.4    1.49969e+10    5.49061e+10    5.00696e+10    1.81889e+12    7.26322e+10        11782.2
           48.6    1.70474e+10    5.34532e+10    4.90087e+10    1.78976e+12    7.10502e+10        13540.6
           48.8     1.9334e+10    5.20718e+10    4.80117e+10    1.76177e+12    6.95483e+10        15547.9
             49    2.18796e+10     5.0728e+10    4.70513e+10     1.7347e+12    6.81087e+10        17837.1
           49.2    2.47084e+10     4.9442e+10    4.61256e+10    1.70876e+12    6.67335e+10        20446.5
           49.4    2.78462e+10     4.8204e+10    4.52317e+10    1.68379e+12    6.54102e+10        23419.3
           49.6    3.13215e+10    4.70207e+10    4.43683e+10    1.65973e+12    6.41422e+10        26803.4
           49.8    3.51645e+10    4.58837e+10    4.35311e+10    1.63643e+12    6.29063e+10        30653.6
    E, kcal/mol    D, mol/kcal       W6t->W5a        W6t->W7       W6t->W3a       W6t->W6c
            -10    2.78192e+08              0       0.865716      0.0615775        2.53228
           -9.8    2.90518e+08              0        1.11362      0.0782998        3.51011
           -9.6    3.03487e+08              0        1.43001      0.0994224        4.85651
           -9.4    3.16782e+08              0        1.83515       0.126207        6.71447
           -9.2    3.30646e+08              0        2.35189       0.160041        9.26968
             -9    3.44972e+08              0        3.01127       0.202817        12.7837
           -8.8    3.59891e+08              0        3.85058       0.256776        17.6054
           -8.6    3.75536e+08              0        4.91623       0.324685        24.2054
           -8.4     3.9158e+08              0        6.27304       0.410428        33.2558
           -8.2    4.08289e+08              0        7.99438       0.518317        45.6282
             -8    4.25548e+08              0        10.1789       0.654161        62.5398
           -7.8     4.4351e+08              0        12.9449       0.824844        85.6066
           -7.6    4.62306e+08              0        16.4393        1.03887        117.002
           -7.4    4.81614e+08              0        20.8639        1.30795        159.791
           -7.2    5.01702e+08              0        26.4486        1.64523        217.948
             -7    5.22407e+08              0        33.5025        2.06841        297.006
           -6.8    5.43955e+08              0        42.3886        2.59805        404.222
           -6.6    5.66444e+08              0        53.5645        3.26001        549.383
           -6.4    5.89584e+08              0        67.6414        4.08882        746.074
           -6.2    6.13626e+08              0        85.3271        5.12406        1011.98
             -6    6.38377e+08              0        107.563         6.4184        1371.53
           -5.8    6.64076e+08              0        135.453        8.03317        1856.67
           -5.6    6.90893e+08              0        170.369        10.0442        2510.05
           -5.4     7.1848e+08              0        214.149        12.5531        3390.74
           -5.2    7.47094e+08              0         268.92         15.677        4575.42
             -5    7.76573e+08              0        337.463        19.5684         6168.9
           -4.8    8.07107e+08              0        423.095        24.4085        8308.72
           -4.6    8.38978e+08              0        529.828        30.4156          11176
           -4.4    8.71729e+08              0        663.102        37.8861        15022.1
           -4.2    9.05711e+08              0        829.113        47.1555        20169.8
             -4    9.40646e+08              0        1036.07        58.6684        27061.7
           -3.8    9.76834e+08              0        1293.55        72.9409        36271.7
           -3.6    1.01452e+09              0        1613.29        90.6041        48557.2
           -3.4    1.05328e+09              0        2010.86        112.497        64955.9
           -3.2    1.09345e+09              0         2504.2         139.58        86803.8
             -3    1.13475e+09              0        3116.79        173.111         115916
           -2.8     1.1775e+09              0        3875.99        214.553         154638
           -2.6    1.22196e+09              0        4815.34        265.694         206056
           -2.4     1.2677e+09              0        5978.81        328.881         274360
           -2.2    1.31506e+09              0        7417.28        406.823         364935
             -2    1.36372e+09              0        9196.87        503.038         485043
           -1.8    1.41404e+09              0        11394.6        621.617         644023
           -1.6    1.46628e+09              0        14104.5        767.557         854085
           -1.4    1.52004e+09              0        17448.8        947.341    1.13162e+06
           -1.2    1.57565e+09              0        21569.4         1168.5    1.49756e+06
             -1    1.63277e+09              0        26649.3        1440.73    1.97979e+06
           -0.8    1.69177e+09              0        32901.7        1775.35    2.61374e+06
           -0.6    1.75297e+09              0        40585.7        2186.09    3.44489e+06
           -0.4    1.81596e+09              0        50035.3        2690.65    4.53294e+06
           -0.2    1.88108e+09              0        61638.8        3309.63    5.95218e+06
   -6.93946e-15    1.94794e+09              0        75895.5        4069.52    7.79832e+06
            0.2    2.01692e+09              0          93386        5001.16    1.01874e+07
            0.4    2.08843e+09              0         114811        6141.78    1.32593e+07
            0.6    2.16198e+09              0         141072        7539.31    1.71856e+07
            0.8    2.23802e+09              0         173209        9249.25    2.21579e+07
              1    2.31598e+09              0         212567        11343.3    2.83983e+07
            1.2    2.39646e+09              0         260683        13903.7    3.61309e+07
            1.4    2.47971e+09              0         319436        17031.4    4.55804e+07
            1.6    2.56539e+09              0         391186        20853.3    5.69676e+07
            1.8    2.65388e+09              0         478687        25518.2    7.04733e+07
              2    2.74463e+09              0         585442        31216.2    8.62675e+07
            2.2     2.8382e+09              0         715461        38166.7    1.04458e+08
            2.4     2.9349e+09              0         873607        46637.3    1.25133e+08
            2.6     3.0344e+09              0     1.0659e+06        56961.8    1.48399e+08
