    E, kcal/mol    D, mol/kcal        W1->W2a        W1->W4a         W1->P1
             -2    4.58213e+09        2737.14    2.27372e+13              0
           -1.8    4.82276e+09        3340.89    2.30304e+13              0
           -1.6    5.07445e+09        4075.56    2.33231e+13              0
           -1.4    5.33747e+09         4969.2     2.3616e+13              0
           -1.2    5.61304e+09        6054.82    2.39058e+13              0
             -1    5.90092e+09        7373.78    2.41957e+13              0
           -0.8     6.2015e+09        8975.57    2.44859e+13              0
           -0.6    6.51582e+09        10918.9    2.47744e+13              0
           -0.4     6.8443e+09        13275.5    2.50615e+13              0
           -0.2    7.18735e+09        16132.2    2.53478e+13              0
   -6.93946e-15    7.54522e+09        19593.8    2.56343e+13              0
            0.2    7.91922e+09        23784.2    2.59186e+13              0
            0.4    8.30944e+09        28855.8    2.62024e+13              0
            0.6    8.71622e+09        34991.6    2.64865e+13              0
            0.8    9.14115e+09        42406.5    2.67679e+13              0
              1    9.58413e+09        51366.3     2.7049e+13              0
            1.2    1.00458e+10        62186.4    2.73297e+13              0
            1.4    1.05273e+10        75243.2    2.76091e+13              0
            1.6    1.10293e+10        90988.7    2.78871e+13              0
            1.8    1.15526e+10         109965     2.8164e+13              0
              2     1.2097e+10         132827    2.84414e+13              0
            2.2    1.26647e+10         160337    2.87166e+13    3.08702e+06
            2.4    1.32559e+10         193420     2.8991e+13    1.07618e+08
            2.6     1.3871e+10         233175    2.92652e+13    4.70232e+08
            2.8    1.45118e+10         280888    2.95374e+13    1.25644e+09
              3    1.51787e+10         338097    2.98088e+13    2.59959e+09
            3.2    1.58724e+10         406614    3.00797e+13    4.55725e+09
            3.4    1.65939e+10         488556    3.03499e+13    7.24684e+09
            3.6     1.7345e+10         586371    3.06182e+13    1.06137e+10
            3.8    1.81259e+10         702941    3.08857e+13    1.47374e+10
              4    1.89376e+10         841569    3.11529e+13    1.97148e+10
            4.2    1.97816e+10    1.00598e+06    3.14187e+13    2.55824e+10
            4.4    2.06588e+10    1.20042e+06    3.16835e+13    3.23548e+10
            4.6    2.15703e+10     1.4296e+06    3.19475e+13    3.99929e+10
            4.8    2.25174e+10    1.69867e+06    3.22104e+13    4.84391e+10
              5    2.35016e+10    2.01317e+06    3.24719e+13    5.77627e+10
            5.2    2.45235e+10      2.379e+06    3.27329e+13     6.7911e+10
            5.4    2.55841e+10    2.80223e+06    3.29934e+13    7.87439e+10
            5.6    2.66863e+10     3.2888e+06    3.32519e+13    9.03609e+10
            5.8    2.78301e+10    3.84479e+06    3.35098e+13    1.02861e+11
              6    2.90169e+10    4.47592e+06     3.3767e+13    1.16322e+11
            6.2    3.02487e+10    5.18745e+06    3.40231e+13    1.30611e+11
            6.4    3.15267e+10    5.98438e+06    3.42782e+13    1.45779e+11
            6.6    3.28526e+10    6.87132e+06    3.45322e+13    1.61825e+11
            6.8    3.42275e+10    7.85283e+06    3.47856e+13    1.78686e+11
              7     3.5654e+10    8.93316e+06    3.50373e+13    1.96406e+11
            7.2    3.71326e+10    1.01174e+07    3.52884e+13    2.15029e+11
            7.4    3.86649e+10     1.1411e+07    3.55391e+13     2.3456e+11
            7.6    4.02539e+10    1.28197e+07    3.57882e+13    2.54927e+11
            7.8    4.19007e+10    1.43507e+07    3.60363e+13    2.76063e+11
              8    4.36068e+10     1.6012e+07    3.62837e+13    2.98143e+11
            8.2    4.53742e+10    1.78122e+07    3.65302e+13      3.212e+11
            8.4    4.72055e+10    1.97602e+07    3.67755e+13    3.45174e+11
            8.6    4.91019e+10    2.18658e+07      3.702e+13    3.69984e+11
            8.8    5.10656e+10    2.41386e+07    3.72636e+13    3.95692e+11
              9    5.30994e+10    2.65871e+07    3.75059e+13    4.22353e+11
            9.2    5.52045e+10    2.92205e+07    3.77475e+13    4.50012e+11
            9.4    5.73833e+10    3.20469e+07    3.79883e+13    4.78599e+11
            9.6    5.96383e+10    3.50735e+07    3.82281e+13    5.08166e+11
            9.8    6.19722e+10    3.83071e+07    3.84667e+13    5.38631e+11
             10    6.43868e+10    4.17549e+07    3.87045e+13    5.70057e+11
           10.2    6.68841e+10    4.54237e+07    3.89416e+13    6.02485e+11
           10.4    6.94682e+10    4.93198e+07    3.91773e+13    6.35864e+11
           10.6      7.214e+10    5.34514e+07    3.94124e+13    6.70202e+11
           10.8    7.49028e+10    5.78265e+07    3.96466e+13    7.05546e+11
             11      7.776e+10     6.2453e+07    3.98796e+13    7.41826e+11
           11.2    8.07132e+10    6.73411e+07    4.01119e+13    7.78699e+11
           11.4    8.37657e+10    7.25002e+07    4.03433e+13    8.15759e+11
           11.6    8.69202e+10    7.79404e+07    4.05739e+13    8.53138e+11
           11.8    9.01809e+10    8.36706e+07    4.08032e+13    8.91015e+11
             12    9.35497e+10    8.97015e+07    4.10317e+13    9.29397e+11
           12.2    9.70292e+10    9.60431e+07    4.12596e+13    9.68113e+11
           12.4    1.00624e+11    1.02703e+08    4.14862e+13    1.00699e+12
           12.6    1.04337e+11    1.09691e+08    4.17122e+13    1.04618e+12
           12.8    1.08171e+11    1.17016e+08    4.19372e+13    1.08591e+12
             13     1.1213e+11    1.24685e+08    4.21613e+13    1.12631e+12
           13.2    1.16218e+11    1.32706e+08    4.23844e+13    1.16752e+12
           13.4    1.20438e+11    1.41088e+08    4.26067e+13    1.20953e+12
           13.6    1.24792e+11     1.4984e+08    4.28284e+13    1.25227e+12
           13.8    1.29288e+11    1.58968e+08    4.30488e+13    1.29558e+12
             14    1.33927e+11    1.68482e+08    4.32684e+13    1.33945e+12
           14.2    1.38713e+11    1.78393e+08    4.34873e+13    1.38391e+12
           14.4    1.43651e+11    1.88708e+08    4.37052e+13    1.42887e+12
           14.6    1.48744e+11    1.99438e+08    4.39224e+13    1.47437e+12
           14.8    1.53998e+11    2.10593e+08    4.41386e+13     1.5204e+12
             15    1.59416e+11    2.22182e+08    4.43541e+13    1.56693e+12
           15.2    1.65004e+11    2.34213e+08    4.45684e+13    1.61384e+12
           15.4    1.70765e+11    2.46699e+08    4.47821e+13    1.66107e+12
           15.6    1.76704e+11    2.59648e+08    4.49951e+13    1.70866e+12
           15.8    1.82828e+11    2.73067e+08    4.52069e+13    1.75687e+12
             16    1.89139e+11    2.86966e+08    4.54181e+13    1.80582e+12
           16.2    1.95643e+11    3.01352e+08    4.56284e+13    1.85527e+12
           16.4    2.02345e+11    3.16234e+08    4.58379e+13    1.90483e+12
           16.6    2.09252e+11    3.31619e+08    4.60465e+13    1.95427e+12
           16.8    2.16367e+11    3.47516e+08    4.62543e+13    2.00365e+12
             17    2.23697e+11    3.63933e+08    4.64614e+13    2.05306e+12
           17.2    2.31248e+11    3.80876e+08    4.66674e+13    2.10251e+12
           17.4    2.39025e+11    3.98356e+08    4.68728e+13      2.152e+12
           17.6    2.47033e+11    4.16383e+08    4.70775e+13    2.20145e+12
           17.8     2.5528e+11    4.34962e+08    4.72812e+13    2.25095e+12
             18    2.63771e+11    4.54104e+08    4.74842e+13    2.30055e+12
           18.2    2.72513e+11    4.73818e+08    4.76863e+13    2.35025e+12
           18.4    2.81512e+11    4.94113e+08    4.78877e+13    2.39989e+12
           18.6    2.90775e+11    5.14997e+08    4.80882e+13    2.44944e+12
           18.8    3.00308e+11    5.36479e+08    4.82881e+13    2.49904e+12
             19    3.10118e+11    5.58567e+08    4.84871e+13    2.54886e+12
           19.2    3.20214e+11    5.81265e+08    4.86852e+13    2.59877e+12
           19.4    3.30601e+11    6.04585e+08    4.88827e+13     2.6486e+12
           19.6    3.41286e+11    6.28532e+08    4.90794e+13    2.69811e+12
           19.8    3.52279e+11    6.53113e+08    4.92753e+13    2.74733e+12
             20    3.63586e+11    6.78334e+08    4.94704e+13    2.79636e+12
           20.2    3.75215e+11    7.04204e+08    4.96648e+13    2.84533e+12
           20.4    3.87174e+11     7.3073e+08    4.98584e+13    2.89433e+12
           20.6    3.99473e+11    7.57916e+08    5.00512e+13    2.94337e+12
           20.8    4.12117e+11    7.85775e+08    5.02434e+13    2.99255e+12
             21    4.25117e+11    8.14312e+08    5.04348e+13    3.04197e+12
           21.2    4.38481e+11    8.43532e+08    5.06253e+13    3.09158e+12
           21.4    4.52219e+11    8.73445e+08    5.08152e+13    3.14118e+12
           21.6    4.66339e+11    9.04058e+08    5.10043e+13    3.19049e+12
           21.8    4.80849e+11    9.35379e+08    5.11928e+13     3.2396e+12
             22    4.95762e+11     9.6741e+08    5.13805e+13    3.28867e+12
           22.2    5.11085e+11    1.00016e+09    5.15674e+13    3.33776e+12
           22.4    5.26828e+11    1.03364e+09    5.17536e+13    3.38669e+12
           22.6    5.43003e+11    1.06785e+09    5.19391e+13    3.43528e+12
           22.8    5.59618e+11    1.10279e+09    5.21239e+13    3.48353e+12
             23    5.76684e+11    1.13848e+09     5.2308e+13    3.53157e+12
           23.2    5.94214e+11    1.17492e+09    5.24914e+13    3.57948e+12
           23.4    6.12217e+11    1.21211e+09     5.2674e+13    3.62724e+12
           23.6    6.30705e+11    1.25007e+09     5.2856e+13    3.67478e+12
           23.8    6.49687e+11    1.28879e+09    5.30373e+13     3.7221e+12
             24    6.69179e+11    1.32828e+09    5.32179e+13     3.7693e+12
           24.2    6.89189e+11    1.36856e+09    5.33977e+13    3.81641e+12
           24.4    7.09731e+11    1.40961e+09    5.35769e+13    3.86342e+12
           24.6    7.30818e+11    1.45146e+09    5.37554e+13    3.91019e+12
           24.8    7.52461e+11     1.4941e+09    5.39332e+13    3.95669e+12
             25    7.74673e+11    1.53754e+09    5.41104e+13      4.003e+12
           25.2    7.97468e+11    1.58179e+09    5.42869e+13    4.04924e+12
           25.4     8.2086e+11    1.62685e+09    5.44627e+13    4.09532e+12
           25.6    8.44861e+11    1.67272e+09    5.46378e+13    4.14116e+12
           25.8    8.69485e+11    1.71941e+09    5.48123e+13    4.18673e+12
             26    8.94748e+11    1.76693e+09    5.49861e+13    4.23216e+12
           26.2    9.20663e+11    1.81527e+09    5.51593e+13    4.27756e+12
           26.4    9.47245e+11    1.86445e+09    5.53317e+13     4.3228e+12
           26.6    9.74509e+11    1.91446e+09    5.55036e+13    4.36768e+12
           26.8    1.00247e+12    1.96532e+09    5.56748e+13    4.41207e+12
             27    1.03115e+12    2.01702e+09    5.58453e+13    4.45609e+12
           27.2    1.06055e+12    2.06957e+09    5.60153e+13    4.49987e+12
           27.4     1.0907e+12    2.12297e+09    5.61845e+13    4.54343e+12
           27.6    1.12161e+12    2.17723e+09    5.63531e+13    4.58677e+12
           27.8     1.1533e+12    2.23236e+09    5.65212e+13    4.62979e+12
